,index,geneO,geneH,vGeneIden,leaderIden
42,3460,IGHV1-12*01,IGHV1-8*01,0.6573033707865169,0.6491228070175439
43,3461,IGHV1-12*01,IGHV1-8*02,0.6526610644257703,0.6666666666666666
44,3462,IGHV1-12*01,IGHV1-8*03,0.6480446927374302,0.6666666666666666
45,3486,IGHV1-12*01,IGHV2-10*01,0.5178571428571429,0.5517241379310345
46,3487,IGHV1-12*01,IGHV2-26*01,0.5256410256410257,0.5344827586206896
47,3488,IGHV1-12*01,IGHV2-26*02,0.5217391304347826,0.5040834845735027
48,3490,IGHV1-12*01,IGHV2-26*04,0.5217391304347826,0.47368421052631576
49,3491,IGHV1-12*01,IGHV2-5*01,0.5217391304347826,0.5345583787053841
50,3492,IGHV1-12*01,IGHV2-5*02,0.5178571428571429,0.5689655172413793
51,3495,IGHV1-12*01,IGHV2-5*05,0.5139949109414759,0.5689655172413793
52,3499,IGHV1-12*01,IGHV2-70*01,0.5178571428571429,0.49334543254688445
53,3502,IGHV1-12*01,IGHV2-70*04,0.5256410256410257,0.47368421052631576
54,3511,IGHV1-12*01,IGHV2-70*13,0.5178571428571429,0.4853801169590643
55,3512,IGHV1-12*01,IGHV2-70*14,0.5295629820051414,0.47368421052631576
56,3513,IGHV1-12*01,IGHV2-70*15,0.5178571428571429,0.47368421052631576
57,3520,IGHV1-12*01,IGHV3-11*01,0.5485564304461942,0.5614035087719298
58,3523,IGHV1-12*01,IGHV3-11*04,0.5485564304461942,0.5789473684210527
59,3524,IGHV1-12*01,IGHV3-11*05,0.5485564304461942,0.5789473684210527
60,3525,IGHV1-12*01,IGHV3-11*06,0.5485564304461942,0.5789473684210527
61,3526,IGHV1-12*01,IGHV3-13*01,0.5488126649076517,0.5614035087719298
62,3528,IGHV1-12*01,IGHV3-13*03,0.5476190476190477,0.5614035087719298
63,3529,IGHV1-12*01,IGHV3-13*04,0.5529100529100529,0.5614035087719298
64,3530,IGHV1-12*01,IGHV3-13*05,0.5529100529100529,0.5614035087719298
65,3531,IGHV1-12*01,IGHV3-15*01,0.5282051282051282,0.5794856808883694
66,3532,IGHV1-12*01,IGHV3-15*02,0.5282051282051282,0.5862068965517241
67,3537,IGHV1-12*01,IGHV3-15*07,0.5242966751918159,0.5862068965517241
68,3539,IGHV1-12*01,IGHV3-15*09,0.5242966751918159,0.5862068965517241
69,3543,IGHV1-12*01,IGHV3-20*01,0.5445026178010471,0.5701754385964912
70,3544,IGHV1-12*01,IGHV3-20*02,0.5445026178010471,0.5614035087719298
71,3546,IGHV1-12*01,IGHV3-20*04,0.5445026178010471,0.573805202661827
72,3547,IGHV1-12*01,IGHV3-21*01,0.5567282321899736,0.5
73,3548,IGHV1-12*01,IGHV3-21*02,0.5567282321899736,0.5263157894736842
74,3552,IGHV1-12*01,IGHV3-21*06,0.5526315789473685,0.5087719298245614
75,3553,IGHV1-12*01,IGHV3-22*01,0.5400516795865633,0.5087719298245614
76,3554,IGHV1-12*01,IGHV3-22*02,0.5360824742268041,0.5087719298245614
77,3555,IGHV1-12*01,IGHV3-23*01,0.5608465608465608,0.5657894736842105
78,3557,IGHV1-12*01,IGHV3-23*03,0.5608465608465608,0.5870135107884654
79,3558,IGHV1-12*01,IGHV3-23*04,0.5608465608465608,0.5701754385964912
80,3559,IGHV1-12*01,IGHV3-23*05,0.568,0.5789473684210527
81,3560,IGHV1-12*01,IGHV3-23*06,0.5564304461942258,0.5701754385964912
82,3561,IGHV1-12*01,IGHV3-23*07,0.5611702127659575,0.5789473684210527
83,3568,IGHV1-12*01,IGHV3-30*01,0.5691489361702128,0.5614035087719298
84,3569,IGHV1-12*01,IGHV3-30*02,0.5733333333333334,0.5614035087719298
85,3570,IGHV1-12*01,IGHV3-30*03,0.5733333333333334,0.5678858162355039
86,3571,IGHV1-12*01,IGHV3-30*04,0.5733333333333334,0.5555555555555555
87,3573,IGHV1-12*01,IGHV3-30*06,0.5691489361702128,0.5614035087719298
88,3585,IGHV1-12*01,IGHV3-30*18,0.5733333333333334,0.5701754385964912
89,3587,IGHV1-12*01,IGHV3-30*20,0.5733333333333334,0.5614035087719298
90,3591,IGHV1-12*01,IGHV3-30-3*01,0.5691489361702128,0.5614035087719298
91,3592,IGHV1-12*01,IGHV3-30-3*02,0.5691489361702128,0.5614035087719298
92,3596,IGHV1-12*01,IGHV3-33*01,0.5691489361702128,0.5701754385964912
93,3600,IGHV1-12*01,IGHV3-33*05,0.5691489361702128,0.5614035087719298
94,3601,IGHV1-12*01,IGHV3-33*06,0.5691489361702128,0.5614035087719298
95,3603,IGHV1-12*01,IGHV3-33*08,0.5691489361702128,0.5614035087719298
96,3604,IGHV1-12*01,IGHV3-33*09,0.5676392572944297,0.5614035087719298
97,3606,IGHV1-12*01,IGHV3-35*01,0.5445026178010471,0.5862068965517241
98,3613,IGHV1-12*01,IGHV3-38*02,0.5421052631578948,0.5701754385964912
99,3616,IGHV1-12*01,IGHV3-41*01,0.5488126649076517,0.5087719298245614
100,3623,IGHV1-12*01,IGHV3-43*01,0.5376623376623376,0.5614035087719298
101,3624,IGHV1-12*01,IGHV3-43*02,0.5416666666666666,0.5614035087719298
102,3625,IGHV1-12*01,IGHV3-43D*03,0.5376623376623376,0.5614035087719298
103,3626,IGHV1-12*01,IGHV3-43D*04,0.533678756476684,0.5526315789473684
104,3630,IGHV1-12*01,IGHV3-48*01,0.5485564304461942,0.5263157894736842
105,3631,IGHV1-12*01,IGHV3-48*02,0.5485564304461942,0.5263157894736842
106,3632,IGHV1-12*01,IGHV3-48*03,0.5526315789473685,0.5263157894736842
107,3633,IGHV1-12*01,IGHV3-48*04,0.5485564304461942,0.5555555555555555
108,3636,IGHV1-12*01,IGHV3-49*03,0.5360824742268041,0.543859649122807
109,3637,IGHV1-12*01,IGHV3-49*04,0.5400516795865633,0.543859649122807
110,3638,IGHV1-12*01,IGHV3-49*05,0.5360824742268041,0.543859649122807
111,3640,IGHV1-12*01,IGHV3-52*01,0.5404699738903395,0.543859649122807
112,3643,IGHV1-12*01,IGHV3-53*01,0.5488126649076517,0.5643037614319775
113,3644,IGHV1-12*01,IGHV3-53*02,0.5488126649076517,0.5614035087719298
114,3646,IGHV1-12*01,IGHV3-53*04,0.5570291777188329,0.5696713046985279
115,3648,IGHV1-12*01,IGHV3-53*06,0.5529100529100529,0.5614035087719298
116,3667,IGHV1-12*01,IGHV3-64*01,0.5649867374005305,0.5833333333333334
117,3668,IGHV1-12*01,IGHV3-64*02,0.5608465608465608,0.5789473684210527
118,3672,IGHV1-12*01,IGHV3-64*07,0.5649867374005305,0.5811403508771931
119,3673,IGHV1-12*01,IGHV3-64D*06,0.5608465608465608,0.5321637426900585
120,3674,IGHV1-12*01,IGHV3-64D*08,0.5608465608465608,0.5350877192982456
121,3675,IGHV1-12*01,IGHV3-64D*09,0.5649867374005305,0.543859649122807
122,3679,IGHV1-12*01,IGHV3-66*01,0.5570291777188329,0.5614035087719298
123,3680,IGHV1-12*01,IGHV3-66*02,0.56,0.5614035087719298
124,3681,IGHV1-12*01,IGHV3-66*03,0.5529100529100529,0.5614035087719298
125,3682,IGHV1-12*01,IGHV3-66*04,0.5529100529100529,0.5614035087719298
126,3683,IGHV1-12*01,IGHV3-69-1*01,0.5529100529100529,0.5175438596491229
127,3684,IGHV1-12*01,IGHV3-69-1*02,0.5529100529100529,0.5263157894736842
128,3685,IGHV1-12*01,IGHV3-7*01,0.5445026178010471,0.5497076023391813
129,3686,IGHV1-12*01,IGHV3-7*02,0.5433070866141733,0.5614035087719298
130,3687,IGHV1-12*01,IGHV3-7*03,0.5445026178010471,0.5543859649122806
131,3688,IGHV1-12*01,IGHV3-7*04,0.5404699738903395,0.543859649122807
132,3689,IGHV1-12*01,IGHV3-7*05,0.5445026178010471,0.543859649122807
133,3690,IGHV1-12*01,IGHV3-71*01,0.5360824742268041,0.5087719298245614
134,3694,IGHV1-12*01,IGHV3-72*01,0.5360824742268041,0.5847457627118644
135,3696,IGHV1-12*01,IGHV3-72*03,0.5360824742268041,0.5932203389830508
136,3697,IGHV1-12*01,IGHV3-73*01,0.532133676092545,0.5614035087719298
137,3698,IGHV1-12*01,IGHV3-73*02,0.5282051282051282,0.5614035087719298
138,3699,IGHV1-12*01,IGHV3-73*03,0.532133676092545,0.5614035087719298
139,3700,IGHV1-12*01,IGHV3-74*01,0.5445026178010471,0.5579627949183303
140,3701,IGHV1-12*01,IGHV3-74*02,0.5514511873350924,0.5614035087719298
141,3702,IGHV1-12*01,IGHV3-74*03,0.5445026178010471,0.5614035087719298
142,3708,IGHV1-12*01,IGHV3-9*01,0.5456919060052219,0.5736842105263158
143,3709,IGHV1-12*01,IGHV3-9*02,0.5416666666666666,0.5789473684210527
144,3710,IGHV1-12*01,IGHV3-9*03,0.5456919060052219,0.5789473684210527
145,3735,IGHV1-12*01,IGHV4-28*01,0.5364583333333334,0.5555555555555555
146,3736,IGHV1-12*01,IGHV4-28*02,0.5364583333333334,0.5614035087719298
147,3737,IGHV1-12*01,IGHV4-28*03,0.5404699738903395,0.5555555555555555
148,3739,IGHV1-12*01,IGHV4-28*05,0.5364583333333334,0.5614035087719298
149,3742,IGHV1-12*01,IGHV4-28*08,0.5324675324675324,0.5614035087719298
150,3743,IGHV1-12*01,IGHV4-30-2*01,0.5402597402597402,0.5614035087719298
151,3744,IGHV1-12*01,IGHV4-30-2*02,0.5392670157068062,0.5614035087719298
152,3745,IGHV1-12*01,IGHV4-30-2*03,0.5523560209424084,0.5614035087719298
153,3748,IGHV1-12*01,IGHV4-30-2*06,0.5402597402597402,0.5614035087719298
154,3749,IGHV1-12*01,IGHV4-30-4*01,0.5442708333333334,0.5614035087719298
155,3753,IGHV1-12*01,IGHV4-30-4*05,0.5322997416020672,0.5614035087719298
156,3755,IGHV1-12*01,IGHV4-30-4*07,0.5402597402597402,0.5614035087719298
157,3756,IGHV1-12*01,IGHV4-30-4*08,0.5416666666666666,0.5614035087719298
158,3757,IGHV1-12*01,IGHV4-31*01,0.5402597402597402,0.5614035087719298
159,3758,IGHV1-12*01,IGHV4-31*02,0.5402597402597402,0.5614035087719298
160,3759,IGHV1-12*01,IGHV4-31*03,0.5402597402597402,0.5570175438596491
161,3768,IGHV1-12*01,IGHV4-31*12,0.5402597402597402,0.5614035087719298
162,3769,IGHV1-12*01,IGHV4-31*13,0.5402597402597402,0.5614035087719298
163,3770,IGHV1-12*01,IGHV4-34*01,0.5406824146981627,0.5894736842105264
164,3771,IGHV1-12*01,IGHV4-34*02,0.5366492146596858,0.5782931906036277
165,3783,IGHV1-12*01,IGHV4-38-2*01,0.5514511873350924,0.5321637426900585
166,3784,IGHV1-12*01,IGHV4-38-2*02,0.5485564304461942,0.530367231638418
167,3785,IGHV1-12*01,IGHV4-38-2*03,0.5526315789473685,0.5263157894736842
168,3786,IGHV1-12*01,IGHV4-39*01,0.5442708333333334,0.5263157894736843
169,3787,IGHV1-12*01,IGHV4-39*02,0.5483028720626631,0.5263157894736842
170,3792,IGHV1-12*01,IGHV4-39*07,0.5442708333333334,0.5368421052631578
171,3793,IGHV1-12*01,IGHV4-39*08,0.5345268542199488,0.5263157894736842
172,3794,IGHV1-12*01,IGHV4-4*01,0.5404699738903395,0.5614035087719298
173,3795,IGHV1-12*01,IGHV4-4*02,0.5404699738903395,0.5720659407138536
174,3796,IGHV1-12*01,IGHV4-4*03,0.5378590078328982,0.5651845130066546
175,3799,IGHV1-12*01,IGHV4-4*07,0.5447368421052632,0.5663641863278887
176,3800,IGHV1-12*01,IGHV4-4*08,0.5529100529100529,0.5643678160919541
177,3802,IGHV1-12*01,IGHV4-55*01,0.5445026178010471,0.5614035087719298
178,3803,IGHV1-12*01,IGHV4-55*02,0.5445026178010471,0.5614035087719298
179,3811,IGHV1-12*01,IGHV4-59*01,0.5488126649076517,0.579007491631688
180,3812,IGHV1-12*01,IGHV4-59*02,0.5447368421052632,0.5775862068965517
181,3815,IGHV1-12*01,IGHV4-59*05,0.5437665782493368,0.5263157894736842
182,3818,IGHV1-12*01,IGHV4-59*08,0.5447368421052632,0.5862068965517241
183,3819,IGHV1-12*01,IGHV4-59*09,0.5406824146981627,0.5650332728372656
184,3821,IGHV1-12*01,IGHV4-59*11,0.5488126649076517,0.5862068965517241
185,3822,IGHV1-12*01,IGHV4-59*12,0.5447368421052632,0.5755192579149022
186,3823,IGHV1-12*01,IGHV4-59*13,0.5447368421052632,0.5879602571595558
187,3824,IGHV1-12*01,IGHV4-61*01,0.5483028720626631,0.5672514619883041
188,3825,IGHV1-12*01,IGHV4-61*02,0.5442708333333334,0.5919540229885057
189,3826,IGHV1-12*01,IGHV4-61*03,0.5483028720626631,0.5789473684210527
190,3831,IGHV1-12*01,IGHV4-61*08,0.5442708333333334,0.5701754385964912
191,3832,IGHV1-12*01,IGHV4-61*09,0.5402597402597402,0.5862068965517242
192,3833,IGHV1-12*01,IGHV4-61*10,0.5416666666666666,0.5789473684210527
193,3834,IGHV1-12*01,IGHV4-61*11,0.5362694300518135,0.5689655172413793
194,3835,IGHV1-12*01,IGHV4-80*01,0.5247252747252747,0.5263157894736842
195,3837,IGHV1-12*01,IGHV4/OR15-8*01,0.5404699738903395,0.5614035087719298
196,3838,IGHV1-12*01,IGHV4/OR15-8*02,0.5364583333333334,0.5614035087719298
197,3840,IGHV1-12*01,IGHV5-10-1*01,0.5849056603773585,0.5526315789473684
198,3842,IGHV1-12*01,IGHV5-10-1*03,0.5806451612903226,0.5526315789473684
199,3844,IGHV1-12*01,IGHV5-51*01,0.5817694369973191,0.5488203266787658
200,3846,IGHV1-12*01,IGHV5-51*03,0.5849056603773585,0.5321637426900585
201,3850,IGHV1-12*01,IGHV5-51*07,0.5817694369973191,0.543859649122807
202,3851,IGHV1-12*01,IGHV5-51*08,0.5817694369973191,0.543859649122807
203,3854,IGHV1-12*01,IGHV6-1*01,0.5241730279898219,0.5
204,3855,IGHV1-12*01,IGHV6-1*02,0.5280612244897959,0.5
205,3856,IGHV1-12*01,IGHV6-1*03,0.5241730279898219,0.5
206,3861,IGHV1-12*01,IGHV7-4-1*01,0.6032608695652174,0.6666666666666666
207,3862,IGHV1-12*01,IGHV7-4-1*02,0.6076294277929155,0.6491228070175439
208,3871,IGHV1-12*01,IGHV7-81*01,0.5902964959568733,0.6491228070175439
209,3883,IGHV1-14*01,IGHV1-17*01,0.6120218579234973,0.6140350877192983
210,3884,IGHV1-14*01,IGHV1-17*02,0.6181318681318682,0.5526315789473684
211,3885,IGHV1-14*01,IGHV1-18*01,0.6761363636363636,0.672514619883041
212,3887,IGHV1-14*01,IGHV1-18*03,0.6761363636363636,0.6754385964912281
213,3888,IGHV1-14*01,IGHV1-18*04,0.6713881019830028,0.6495614035087719
214,3890,IGHV1-14*01,IGHV1-2*02,0.6761363636363636,0.6666666666666666
215,3891,IGHV1-14*01,IGHV1-2*03,0.6761363636363636,0.6666666666666666
216,3892,IGHV1-14*01,IGHV1-2*04,0.6713881019830028,0.6578947368421053
217,3893,IGHV1-14*01,IGHV1-2*05,0.6713881019830028,0.6666666666666666
218,3894,IGHV1-14*01,IGHV1-2*06,0.6713881019830028,0.6622807017543859
219,3896,IGHV1-14*01,IGHV1-24*01,0.6713881019830028,0.620414673046252
220,3897,IGHV1-14*01,IGHV1-24*02,0.6694915254237288,0.631578947368421
221,3898,IGHV1-14*01,IGHV1-3*01,0.6713881019830028,0.6917293233082705
222,3899,IGHV1-14*01,IGHV1-3*02,0.6713881019830028,0.7192982456140351
223,3900,IGHV1-14*01,IGHV1-3*03,0.6761363636363636,0.7192982456140351
224,3901,IGHV1-14*01,IGHV1-3*04,0.6685552407932012,0.6988304093567251
225,3902,IGHV1-14*01,IGHV1-3*05,0.6713881019830028,0.7017543859649122
226,3903,IGHV1-14*01,IGHV1-3*06,0.6713881019830028,0.7192982456140351
227,3905,IGHV1-14*01,IGHV1-45*02,0.6343490304709142,0.6666666666666666
228,3906,IGHV1-14*01,IGHV1-45*03,0.6298342541436464,0.6666666666666666
229,3907,IGHV1-14*01,IGHV1-46*01,0.6713881019830028,0.6286549707602339
230,3908,IGHV1-14*01,IGHV1-46*02,0.6713881019830028,0.6491228070175439
231,3909,IGHV1-14*01,IGHV1-46*03,0.6713881019830028,0.6491228070175439
232,3911,IGHV1-14*01,IGHV1-58*01,0.6343490304709142,0.6783625730994153
233,3912,IGHV1-14*01,IGHV1-58*02,0.6388888888888888,0.6783625730994153
234,3914,IGHV1-14*01,IGHV1-67*01,0.6454293628808865,0.6666666666666666
235,3918,IGHV1-14*01,IGHV1-69*01,0.6526610644257703,0.7236842105263158
236,3919,IGHV1-14*01,IGHV1-69*02,0.6563380281690141,0.7368421052631579
237,3921,IGHV1-14*01,IGHV1-69*04,0.6666666666666666,0.712280701754386
238,3922,IGHV1-14*01,IGHV1-69*05,0.6610169491525424,0.7368421052631579
239,3923,IGHV1-14*01,IGHV1-69*06,0.6573033707865169,0.7456140350877193
240,3927,IGHV1-14*01,IGHV1-69*10,0.6666666666666666,0.7368421052631579
241,3928,IGHV1-14*01,IGHV1-69*11,0.6619718309859155,0.7368421052631579
242,3929,IGHV1-14*01,IGHV1-69*12,0.6573033707865169,0.7368421052631579
243,3930,IGHV1-14*01,IGHV1-69*13,0.6619718309859155,0.7368421052631579
244,3931,IGHV1-14*01,IGHV1-69*14,0.6619718309859155,0.7368421052631579
245,3932,IGHV1-14*01,IGHV1-69*15,0.6619718309859155,0.7368421052631579
246,3938,IGHV1-14*01,IGHV1-69*21,0.6573033707865169,0.7368421052631579
247,3939,IGHV1-14*01,IGHV1-69*22,0.6619718309859155,0.7368421052631579
248,3940,IGHV1-14*01,IGHV1-69*23,0.6573033707865169,0.7368421052631579
249,3942,IGHV1-14*01,IGHV1-69-2*01,0.6761363636363636,0.6140350877192983
250,3944,IGHV1-14*01,IGHV1-69-2*03,0.6713881019830028,0.6228070175438596
251,3945,IGHV1-14*01,IGHV1-8*01,0.6809116809116809,0.6666666666666666
252,3946,IGHV1-14*01,IGHV1-8*02,0.6857142857142857,0.6842105263157895
253,3947,IGHV1-14*01,IGHV1-8*03,0.6809116809116809,0.6842105263157895
254,3971,IGHV1-14*01,IGHV2-10*01,0.5217391304347826,0.49122807017543857
255,3972,IGHV1-14*01,IGHV2-26*01,0.5494791666666666,0.47368421052631576
256,3973,IGHV1-14*01,IGHV2-26*02,0.5454545454545454,0.48245614035087714
257,3975,IGHV1-14*01,IGHV2-26*04,0.5454545454545454,0.49122807017543857
258,3976,IGHV1-14*01,IGHV2-5*01,0.537467700258398,0.48684210526315785
259,3977,IGHV1-14*01,IGHV2-5*02,0.5335051546391752,0.48771929824561405
260,3980,IGHV1-14*01,IGHV2-5*05,0.5335051546391752,0.49122807017543857
261,3984,IGHV1-14*01,IGHV2-70*01,0.5335051546391752,0.47368421052631576
262,3987,IGHV1-14*01,IGHV2-70*04,0.5335051546391752,0.47368421052631576
263,3996,IGHV1-14*01,IGHV2-70*13,0.5295629820051414,0.47953216374269
264,3997,IGHV1-14*01,IGHV2-70*14,0.5335051546391752,0.47368421052631576
265,3998,IGHV1-14*01,IGHV2-70*15,0.537467700258398,0.47368421052631576
266,4005,IGHV1-14*01,IGHV3-11*01,0.5567282321899736,0.5925925925925926
267,4008,IGHV1-14*01,IGHV3-11*04,0.5567282321899736,0.6031746031746031
268,4009,IGHV1-14*01,IGHV3-11*05,0.5567282321899736,0.6031746031746031
269,4010,IGHV1-14*01,IGHV3-11*06,0.5567282321899736,0.6031746031746031
270,4011,IGHV1-14*01,IGHV3-13*01,0.5611702127659575,0.543859649122807
271,4013,IGHV1-14*01,IGHV3-13*03,0.56,0.543859649122807
272,4014,IGHV1-14*01,IGHV3-13*04,0.5611702127659575,0.543859649122807
273,4015,IGHV1-14*01,IGHV3-13*05,0.5570291777188329,0.543859649122807
274,4016,IGHV1-14*01,IGHV3-15*01,0.548051948051948,0.6190476190476191
275,4017,IGHV1-14*01,IGHV3-15*02,0.548051948051948,0.6190476190476191
276,4022,IGHV1-14*01,IGHV3-15*07,0.5400516795865633,0.6190476190476191
277,4024,IGHV1-14*01,IGHV3-15*09,0.5440414507772021,0.6190476190476191
278,4028,IGHV1-14*01,IGHV3-20*01,0.5485564304461942,0.5480367585630743
279,4029,IGHV1-14*01,IGHV3-20*02,0.5485564304461942,0.5873015873015873
280,4031,IGHV1-14*01,IGHV3-20*04,0.5526315789473685,0.5873015873015873
281,4032,IGHV1-14*01,IGHV3-21*01,0.5775401069518716,0.5555555555555556
282,4033,IGHV1-14*01,IGHV3-21*02,0.5733333333333334,0.5735780423280423
283,4037,IGHV1-14*01,IGHV3-21*06,0.5733333333333334,0.5555555555555556
284,4038,IGHV1-14*01,IGHV3-22*01,0.5520833333333334,0.6031746031746031
285,4039,IGHV1-14*01,IGHV3-22*02,0.5561357702349871,0.6031746031746031
286,4040,IGHV1-14*01,IGHV3-23*01,0.5649867374005305,0.5394736842105263
287,4042,IGHV1-14*01,IGHV3-23*03,0.5733333333333334,0.543859649122807
288,4043,IGHV1-14*01,IGHV3-23*04,0.5649867374005305,0.5655806182121972
289,4044,IGHV1-14*01,IGHV3-23*05,0.5721925133689839,0.543859649122807
290,4045,IGHV1-14*01,IGHV3-23*06,0.5605263157894737,0.543859649122807
291,4046,IGHV1-14*01,IGHV3-23*07,0.5779569892473119,0.543859649122807
292,4053,IGHV1-14*01,IGHV3-30*01,0.5860215053763441,0.59375
293,4054,IGHV1-14*01,IGHV3-30*02,0.5817694369973191,0.59375
294,4055,IGHV1-14*01,IGHV3-30*03,0.5860215053763441,0.5848214285714285
295,4056,IGHV1-14*01,IGHV3-30*04,0.5860215053763441,0.5833333333333334
296,4058,IGHV1-14*01,IGHV3-30*06,0.5817694369973191,0.59375
297,4070,IGHV1-14*01,IGHV3-30*18,0.5860215053763441,0.6015625
298,4072,IGHV1-14*01,IGHV3-30*20,0.5775401069518716,0.59375
299,4076,IGHV1-14*01,IGHV3-30-3*01,0.5860215053763441,0.5859375
300,4077,IGHV1-14*01,IGHV3-30-3*02,0.5860215053763441,0.59375
301,4081,IGHV1-14*01,IGHV3-33*01,0.5817694369973191,0.5920758928571428
302,4085,IGHV1-14*01,IGHV3-33*05,0.5860215053763441,0.59375
303,4086,IGHV1-14*01,IGHV3-33*06,0.5817694369973191,0.59375
304,4088,IGHV1-14*01,IGHV3-33*08,0.5817694369973191,0.59375
305,4089,IGHV1-14*01,IGHV3-33*09,0.5802139037433155,0.59375
306,4091,IGHV1-14*01,IGHV3-35*01,0.5526315789473685,0.6031746031746031
307,4098,IGHV1-14*01,IGHV3-38*02,0.5502645502645502,0.5655806182121972
308,4101,IGHV1-14*01,IGHV3-41*01,0.5488126649076517,0.6031746031746031
309,4108,IGHV1-14*01,IGHV3-43*01,0.5538057742782152,0.5831381733021077
310,4109,IGHV1-14*01,IGHV3-43*02,0.5538057742782152,0.5873015873015873
311,4110,IGHV1-14*01,IGHV3-43D*03,0.5456919060052219,0.5873015873015873
312,4111,IGHV1-14*01,IGHV3-43D*04,0.5497382198952879,0.5793650793650793
313,4115,IGHV1-14*01,IGHV3-48*01,0.5733333333333334,0.5087719298245614
314,4116,IGHV1-14*01,IGHV3-48*02,0.5691489361702128,0.5391812865497075
315,4117,IGHV1-14*01,IGHV3-48*03,0.5691489361702128,0.5087719298245614
316,4118,IGHV1-14*01,IGHV3-48*04,0.5733333333333334,0.5466443887496518
317,4121,IGHV1-14*01,IGHV3-49*03,0.548051948051948,0.5737704918032787
318,4122,IGHV1-14*01,IGHV3-49*04,0.5520833333333334,0.5827912221354844
319,4123,IGHV1-14*01,IGHV3-49*05,0.5520833333333334,0.5737704918032787
320,4125,IGHV1-14*01,IGHV3-52*01,0.5691489361702128,0.6031746031746031
321,4128,IGHV1-14*01,IGHV3-53*01,0.5611702127659575,0.5797201940885643
322,4129,IGHV1-14*01,IGHV3-53*02,0.5570291777188329,0.582010582010582
323,4131,IGHV1-14*01,IGHV3-53*04,0.56951871657754,0.5714285714285714
324,4133,IGHV1-14*01,IGHV3-53*06,0.56951871657754,0.5873015873015873
